Sale Date,Order ID,Number of Items,Payment Method,Date Shipped,Ship City,Ship State,Ship Zipcode,Ship Country,Currency,Order Value,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Shipping,Sales Tax,Order Total,Status,Card Processing Fees,Order Net,Adjusted Order Total,Adjusted Card Processing Fees,Adjusted Net Order Amount,Order Type,Payment Type,InPerson Discount,InPerson Location
9/15/2019,1510568423,1,Credit Card,9/17/2019,MOUNT TABOR,NJ,7878,United States,USD,25,,,0,0,0,1.66,26.66,,1.05,23.95,,,,online,online_cc,,
9/15/2019,1501129226,1,Credit Card,9/17/2019,Jackson,MI,49201,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
9/15/2019,1510554431,1,Credit Card,9/17/2019,Rio Rancho,NM,87144,United States,USD,45,,,0,0,0,2.31,47.31,,1.67,43.33,,,,online,online_cc,,
9/15/2019,1501106242,1,Credit Card,9/17/2019,Walden,NY,12586,United States,USD,25,,,0,0,0,2.03,27.03,,1.06,23.94,,,,online,online_cc,,
9/15/2019,1510212303,1,Credit Card,9/15/2019,Austin,TX,78727,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
9/14/2019,1510193721,1,Credit Card,9/16/2019,SAN JOSE,CA,95136,United States,USD,250,,,0,0,0,0,250,,7.75,242.25,,,,online,online_cc,,
9/14/2019,1500750526,1,Credit Card,9/16/2019,San Gabriel,CA,91776,United States,USD,48,,,0,0,0,0,48,,1.69,46.31,,,,online,online_cc,,
9/14/2019,1510172067,1,Credit Card,9/17/2019,PHILADELPHIA,PA,19138,United States,USD,15,,,0,0,0,1.2,16.2,,0.74,14.26,,,,online,online_cc,,
9/14/2019,1500388382,1,Credit Card,9/15/2019,Longmont,CO,80504,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
9/13/2019,1500359520,1,Credit Card,9/17/2019,Champaign,IL,61822,United States,USD,60,,,0,0,0,0,60,,2.05,57.95,,,,online,online_cc,,
9/13/2019,1500295172,1,Credit Card,9/17/2019,Howell,MI,48843,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
9/13/2019,1509490787,1,Credit Card,9/15/2019,GANSEVOORT,NY,12831,United States,USD,20,,,0,0,0,1.4,21.4,,0.89,19.11,,,,online,online_cc,,
9/13/2019,1499966556,1,Credit Card,9/16/2019,Hollister,CA,95023,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc,,
9/12/2019,1509301887,1,Credit Card,9/15/2019,Denver,CO,80014,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc,,
9/12/2019,1509281947,1,Credit Card,9/16/2019,Truckee,CA,96161,United States,USD,40,,,0,0,0,0,40,,1.45,38.55,,,,online,online_cc,,
9/12/2019,1509231985,1,Credit Card,9/13/2019,Camp Hill,PA,17011,United States,USD,20,,,0,0,0,1.2,21.2,,0.89,19.11,,,,online,online_cc,,
9/12/2019,1499610562,1,Credit Card,9/12/2019,Lexington,KY,40502,United States,USD,28,,,0,0,0,1.68,29.68,,1.14,26.86,,,,online,online_cc,,
9/12/2019,1509017527,3,Credit Card,9/12/2019,Butte Valley,CA,95965,United States,USD,37,,,0,0,0,0,37,,1.36,35.64,,,,online,online_cc,,
9/11/2019,1508874041,1,Credit Card,9/12/2019,Oklahoma City,OK,73102,United States,USD,20,,,0,0,0,1.73,21.73,,0.9,19.1,,,,online,online_cc,,
9/11/2019,1508793571,1,Credit Card,9/12/2019,Grand Rapids,MI,49504,United States,USD,55,,,0,0,0,0,55,,1.9,53.1,,,,online,online_cc,,
9/11/2019,1499166038,1,Credit Card,9/12/2019,Simi Valley,CA,93063,United States,USD,35,,,0,0,0,0,35,,1.3,33.7,,,,online,online_cc,,
9/10/2019,1508559095,1,Credit Card,9/12/2019,Chapel Hill,NC,27516,United States,USD,28,,,0,0,0,0,28,,1.09,26.91,,,,online,online_cc,,
9/10/2019,1508519535,1,Credit Card,9/12/2019,Navarre,FL,32566,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
9/10/2019,1498981580,1,Credit Card,9/12/2019,Pomona,CA,91766-6462,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
9/10/2019,1508335083,1,Credit Card,9/12/2019,Southwest Ranches,FL,33330-3225,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc,,
9/10/2019,1498888632,1,Credit Card,9/11/2019,Sylvania,OH,43560,United States,USD,35,,,0,0,0,2.54,37.54,,1.38,33.62,,,,online,online_cc,,
9/10/2019,1508258001,2,Credit Card,9/11/2019,Upper Montclair,NJ,7043,United States,USD,45,,,0,0,0,2.98,47.98,,1.69,43.31,,,,online,online_cc,,
9/10/2019,1498770756,1,Credit Card,9/11/2019,San Andreas,CA,95249-0104,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
9/9/2019,1498491980,1,Credit Card,9/11/2019,Washington Island,WI,54246,United States,USD,13,,,0,0,0,0,13,,0.64,12.36,,,,online,online_cc,,
9/9/2019,1507711289,1,Credit Card,9/10/2019,San Mateo,CA,94402,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
9/8/2019,1498095940,1,Credit Card,9/10/2019,Battle Creek,MI,49015,United States,USD,8,,,0,0,0,0,8,,0.49,7.51,,,,online,online_cc,,
9/8/2019,1507483387,1,Credit Card,9/10/2019,Wilson,WY,83014,United States,USD,15,,,0,0,0,0.9,15.9,,0.73,14.27,,,,online,online_cc,,
9/8/2019,1498053456,1,Credit Card,9/9/2019,Englewood,CO,80110,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc,,
9/8/2019,1507457827,1,Credit Card,9/10/2019,Tucson,AZ,85701,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
9/7/2019,1507066877,1,Credit Card,9/9/2019,PORTLAND,OR,97239,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
9/7/2019,1497519298,1,Credit Card,9/10/2019,white hall,MD,21161,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
9/6/2019,1506791095,1,Credit Card,9/10/2019,KENNETT Square,PA,19348,United States,USD,15,,,0,0,0,0.9,15.9,,0.73,14.27,,,,online,online_cc,,
9/6/2019,1506564991,1,Credit Card,9/9/2019,Massillon,OH,44646,United States,USD,25,,,0,0,0,1.63,26.63,,1.05,23.95,,0.75,15.81,online,online_cc,,
9/6/2019,1497013092,1,Credit Card,9/9/2019,Upper Saddle River,NJ,7458,United States,USD,60,,,0,0,0,3.98,63.98,,2.17,57.83,,,,online,online_cc,,
9/5/2019,1496986974,1,Credit Card,9/7/2019,Colorado Springs,CO,80922,United States,USD,8,,,0,0,0,0,8,,0.49,7.51,,,,online,online_cc,,
9/5/2019,1496986218,1,Credit Card,9/7/2019,Draper,UT,84020,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
9/5/2019,1506328179,1,Credit Card,9/7/2019,seattle,WA,98136,United States,USD,12.95,,,0,0,0,1.31,14.26,,0.68,12.27,,,,online,online_cc,,
9/5/2019,1496912364,1,Credit Card,9/7/2019,PORTLAND,OR,97202,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
9/5/2019,1506271339,1,Credit Card,9/7/2019,BERNARDSVILLE,NJ,7924,United States,USD,25,,,0,0,0,1.66,26.66,,1.05,23.95,,,,online,online_cc,,
9/5/2019,1506223147,1,Credit Card,9/7/2019,Spring Hill,FL,34608,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc,,
9/5/2019,1506176919,1,Credit Card,9/7/2019,Monroe,CT,6468,United States,USD,25,,,0,0,0,1.59,26.59,,1.05,23.95,,,,online,online_cc,,
9/5/2019,1496753222,1,Credit Card,9/7/2019,Rockford,MI,49341,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc,,
9/5/2019,1496730224,1,Credit Card,9/7/2019,Savannah,GA,31405-8137,United States,USD,40,,,0,0,0,0,40,,1.45,38.55,,,,online,online_cc,,
9/4/2019,1505715199,1,Credit Card,9/6/2019,Phoenix,AZ,85018,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
9/3/2019,1496043516,1,Credit Card,9/5/2019,Johnston,RI,2919,United States,USD,45,,,0,0,0,3.15,48.15,,1.69,43.31,,,,online,online_cc,,
9/3/2019,1505247891,1,Credit Card,9/5/2019,Pretty Prairie,KS,67570-8716,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc,,
9/2/2019,1495689614,1,Credit Card,9/2/2019,Trenton,NJ,08620-1300,United States,USD,80,LABORDAY,% off,12,0,0,4.51,72.51,,2.43,65.57,,1.2,30.3,online,online_cc,,
9/2/2019,1495622746,1,Credit Card,9/2/2019,San Antonio,TX,78209,United States,USD,28,LABORDAY,% off,4.2,0,0,0,23.8,,0.96,22.84,,,,online,online_cc,,
9/2/2019,1504916395,1,Credit Card,9/2/2019,brooklyn,CT,6234,United States,USD,15,LABORDAY,% off,2.25,0,0,0.81,13.56,,0.66,12.09,,,,online,online_cc,,
9/2/2019,1495530468,1,Credit Card,9/2/2019,Seattle,WA,98104,United States,USD,23,LABORDAY,% off,3.45,0,0,1.97,21.52,,0.9,18.65,,,,online,online_cc,,
9/2/2019,1504816681,1,Credit Card,9/2/2019,VERDON,NE,68457,United States,USD,35,LABORDAY,% off,5.25,0,0,1.64,31.39,,1.19,28.56,,,,online,online_cc,,
9/1/2019,1504586155,1,Credit Card,9/2/2019,Colorado Springs,CO,80922,United States,USD,13,LABORDAY,% off,1.95,0,0,0,11.05,,0.58,10.47,,,,online,online_cc,,
9/1/2019,1495185100,1,Credit Card,9/2/2019,Greensboro,NC,27410-8216,United States,USD,40,LABORDAY,% off,6,0,0,0,34,,1.27,32.73,,,,online,online_cc,,
9/1/2019,1495152032,1,Credit Card,9/3/2019,SHARON SPGS,NY,13459,United States,USD,22,LABORDAY,% off,3.3,0,0,0,20.2,,0.86,17.84,,,,online,online_cc,,
9/1/2019,1495029012,1,Credit Card,9/2/2019,lexington,SC,29073,United States,USD,15,LABORDAY,% off,2.25,0,0,0.9,13.65,,0.66,12.09,,,,online,online_cc,,
9/1/2019,1504262205,1,Credit Card,9/2/2019,Chisago City,MN,55013-9510,United States,USD,20,LABORDAY,% off,3,0,0,1.26,18.26,,0.8,16.2,,,,online,online_cc,,
8/31/2019,1504173019,1,Credit Card,9/2/2019,Port Huron,MI,48060,United States,USD,35,LABORDAY,% off,5.25,0,0,0,29.75,,1.14,28.61,,,,online,online_cc,,
8/31/2019,1494765242,1,Credit Card,9/2/2019,Austin,TX,78703,United States,USD,35,LABORDAY,% off,5.25,0,0,0,29.75,,1.14,28.61,,,,online,online_cc,,
8/31/2019,1504006731,1,Credit Card,9/2/2019,Fort Lauderdale,FL,33308,United States,USD,55,LABORDAY,% off,8.25,0,0,0,46.75,,1.65,45.1,,,,online,online_cc,,
8/30/2019,1503663565,1,Credit Card,8/31/2019,GLENDALE,CA,91205,United States,USD,80,LABORDAY,% off,12,0,0,0,68,,2.29,65.71,,,,online,online_cc,,
8/30/2019,1503581807,1,Credit Card,8/31/2019,Raleigh,NC,27603-1151,United States,USD,30,LABORDAY,% off,4.5,0,0,0,25.5,,1.02,24.48,,,,online,online_cc,,
8/30/2019,1494208590,1,Credit Card,8/30/2019,Mora,MN,55051,United States,USD,10,LABORDAY,% off,1.5,0,0,0.58,9.08,,0.52,7.98,,,,online,online_cc,,
8/30/2019,1494169970,1,Credit Card,8/30/2019,Branchville,IN,47514,United States,USD,35,LABORDAY,% off,5.25,0,0,2.08,31.83,,1.2,28.55,,,,online,online_cc,,
8/29/2019,1494054612,1,Credit Card,8/31/2019,WAUPUN,WI,53963-2140,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
8/29/2019,1503359765,1,Credit Card,8/30/2019,Colorado Springs,CO,80922,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
8/29/2019,1503284385,1,Credit Card,8/30/2019,Colorado Springs,CO,80922,United States,USD,13,,,0,0,0,0,13,,0.64,12.36,,,,online,online_cc,,
8/29/2019,1503237741,1,Credit Card,8/31/2019,North Prairie,WI,53153,United States,USD,45,,,0,0,0,0,45,,1.6,43.4,,,,online,online_cc,,
8/29/2019,1493817970,1,Credit Card,8/31/2019,New York,NY,10026-2073,United States,USD,65,,,0,0,0,5.77,70.77,,2.37,62.63,,,,online,online_cc,,
8/29/2019,1493730100,1,Credit Card,8/31/2019,Clemmons,NC,27012,United States,USD,40,,,0,0,0,0,40,,1.45,38.55,,,,online,online_cc,,
8/28/2019,1493415526,1,Credit Card,8/29/2019,San Antonio,TX,78209,United States,USD,13,,,0,0,0,0,13,,0.64,12.36,,,,online,online_cc,,
8/27/2019,1493029924,1,Credit Card,8/29/2019,Knoxville,TN,37934,United States,USD,50,,,0,0,0,0,50,,1.75,48.25,,,,online,online_cc,,
8/27/2019,1493020994,1,Credit Card,8/29/2019,CLEARWATER,FL,33763,United States,USD,40,,,0,0,0,0,40,,1.45,38.55,,,,online,online_cc,,
8/27/2019,1502308331,1,Credit Card,8/27/2019,Electra,TX,76360,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
8/27/2019,1492909392,1,Credit Card,8/29/2019,Seattle,WA,98116,United States,USD,25,,,0,0,0,2.53,27.53,,1.08,23.92,,,,online,online_cc,,
8/27/2019,1502194059,1,Credit Card,8/28/2019,Colorado Springs,CO,80922,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc,,
8/26/2019,1492792110,1,Credit Card,8/28/2019,Colorado Springs,CO,80922,United States,USD,8,,,0,0,0,0,8,,0.49,7.51,,,,online,online_cc,,
8/26/2019,1492780566,1,Credit Card,8/27/2019,Spokane,WA,99223,United States,USD,22,,,0,0,0,1.96,23.96,,0.97,21.03,,,,online,online_cc,,
8/26/2019,1501867467,1,Credit Card,8/26/2019,Franklin,TN,37064,United States,USD,60,SAVE15,% off,9,0,0,0,51,,1.78,49.22,,,,online,online_cc,,
8/25/2019,1501747251,1,Credit Card,8/27/2019,Memphis,TN,38104,United States,USD,85,,,0,0,0,0,85,,2.8,82.2,,,,online,online_cc,,
8/25/2019,1501638387,1,Credit Card,8/26/2019,PFLUGERVILLE,TX,78660,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
8/24/2019,1492014170,1,Credit Card,8/26/2019,Saco,ME,4072,United States,USD,50,,,0,0,0,0,50,,1.75,48.25,,,,online,online_cc,,
8/24/2019,1501034725,1,Credit Card,8/24/2019,Milwaukee,WI,53207,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
8/23/2019,1491690030,1,Credit Card,8/27/2019,Galena,OH,43021,United States,USD,45,FLASH,% off,6.75,0,0,0,38.25,,1.4,36.85,,,,online,online_cc,,
8/23/2019,1500885515,1,Credit Card,8/27/2019,Los Angeles,CA,90004,United States,USD,35,FLASH,% off,5.25,0,0,0,29.75,,1.14,28.61,,,,online,online_cc,,
8/23/2019,1500875639,1,Credit Card,8/26/2019,Escondido,CA,92027,United States,USD,18,FLASH,% off,2.7,0,0,0,15.3,,0.71,14.59,,,,online,online_cc,,
8/23/2019,1491577570,1,Credit Card,8/26/2019,Walnut Creek,CA,94596-6027,United States,USD,18,FLASH,% off,2.7,0,0,0,15.3,,0.71,14.59,,,,online,online_cc,,
8/23/2019,1500663029,1,Credit Card,8/26/2019,Houston,TX,77024,United States,USD,75,FLASH,% off,11.25,0,0,0,63.75,,2.16,61.59,,,,online,online_cc,,
8/23/2019,1500647285,1,Credit Card,8/26/2019,ATLANTA,GA,30316,United States,USD,30,FLASH,% off,4.5,0,0,0,25.5,,1.02,24.48,,,,online,online_cc,,
8/23/2019,1500611109,1,Credit Card,8/24/2019,MUSKEGON,MI,49441-1446,United States,USD,22,FLASH,% off,3.3,0,0,0,18.7,,0.81,17.89,,,,online,online_cc,,
8/22/2019,1500509577,1,Credit Card,8/24/2019,Daphne,AL,36526,United States,USD,100,FLASH,% off,15,0,0,6.8,91.8,,3,82,,,,online,online_cc,,
8/22/2019,1491254406,1,Credit Card,8/24/2019,Los Altos,CA,94024,United States,USD,130,FLASH,% off,19.5,0,0,0,110.5,,3.57,106.93,,,,online,online_cc,,
8/22/2019,1491236086,1,Credit Card,8/24/2019,Corona,CA,92882,United States,USD,18,FLASH,% off,2.7,0,0,0,15.3,,0.71,14.59,,,,online,online_cc,,
8/21/2019,1499804333,1,Credit Card,8/21/2019,Rocky Point,NY,11778-8463,United States,USD,15,,,0,0,0,1.3,16.3,,0.74,14.26,,,,online,online_cc,,
8/20/2019,1499468603,1,Credit Card,8/21/2019,Brookhaven,NY,11719,United States,USD,15,,,0,0,0,1.3,16.3,,0.74,14.26,,,,online,online_cc,,
8/20/2019,1490107302,5,Credit Card,8/21/2019,Norwalk,CT,6851,United States,USD,116,,,0,0,0,7.38,123.38,,3.95,112.05,,,,online,online_cc,,
8/19/2019,1490002584,1,Credit Card,8/21/2019,Charlotte,NC,28262-0500,United States,USD,50,,,0,0,0,0,50,,1.75,48.25,,,,online,online_cc,,
8/19/2019,1489726984,1,Credit Card,8/19/2019,Spotsylvania,VA,22551-3005,United States,USD,45,,,0,0,0,2.39,47.39,,1.67,43.33,,,,online,online_cc,,
8/19/2019,1489668504,1,Credit Card,8/19/2019,Lubbock,TX,79424,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
8/17/2019,1498426039,1,Credit Card,8/18/2019,Smithville,TN,37166,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
8/17/2019,1498423911,1,Credit Card,8/19/2019,Colorado Springs,CO,80922,United States,USD,8,,,0,0,0,0,8,,0.49,7.51,,,,online,online_cc,,
8/17/2019,1488976022,1,Credit Card,8/19/2019,Colorado Springs,CO,80922,United States,USD,8,,,0,0,0,0,8,,0.49,7.51,,,,online,online_cc,,
8/17/2019,1488964200,1,Credit Card,8/19/2019,Colorado Springs,CO,80922,United States,USD,13,,,0,0,0,0,13,,0.64,12.36,,,,online,online_cc,,
8/17/2019,1488902072,1,Credit Card,8/19/2019,Palmyra,VA,22963,United States,USD,12,,,0,0,0,0.64,12.64,,0.63,11.37,,,,online,online_cc,,
8/17/2019,1488864438,1,Credit Card,8/19/2019,LITCHFIELD PARK,AZ,85340,United States,USD,8,,,0,0,0,0,8,,0.49,7.51,,,,online,online_cc,,
8/16/2019,1488818012,1,Credit Card,8/19/2019,Colorado Springs,CO,80922,United States,USD,13,,,0,0,0,0,13,,0.64,12.36,,,,online,online_cc,,
8/15/2019,1488312166,1,Credit Card,8/16/2019,DENVER,NC,28037,United States,USD,60,,,0,0,0,0,60,,2.05,57.95,,,,online,online_cc,,
8/15/2019,1488054546,1,Credit Card,8/16/2019,TUCSON,AZ,85750-2078,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
8/14/2019,1487685678,1,Credit Card,8/14/2019,Bradford,VT,5033,United States,USD,38,,,0,0,0,2.28,40.28,,1.46,36.54,,,,online,online_cc,,
8/12/2019,1496186479,1,Credit Card,8/12/2019,Ellicott City,MD,21042,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
8/11/2019,1486611650,1,Credit Card,8/13/2019,New York,NY,10016,United States,USD,25,,,0,0,0,2.22,27.22,,1.07,23.93,,,,online,online_cc,,
8/11/2019,1486499260,1,Credit Card,8/13/2019,bloomington,IN,47408,United States,USD,25,,,0,0,0,1.75,26.75,,1.05,23.95,,,,online,online_cc,,
8/9/2019,1485942310,1,Credit Card,8/14/2019,Clayton,NC,27520,United States,USD,25,,,0,0,0,0,25,,1,24,,0,0,online,online_cc,,
8/9/2019,1485577178,1,Credit Card,8/9/2019,El Cerrito,CA,94530,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
8/8/2019,1494728153,1,Credit Card,8/9/2019,Colorado Springs,CO,80922,United States,USD,16,,,0,0,0,0,16,,0.73,15.27,,,,online,online_cc,,
8/8/2019,1485514962,1,Credit Card,8/10/2019,Gulf Breeze,FL,32561-4843,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc,,
8/8/2019,1485454424,2,Credit Card,8/9/2019,San Jose,CA,95135,United States,USD,60,,,0,0,0,0,60,,2.05,57.95,,,,online,online_cc,,
8/8/2019,1494637899,1,Credit Card,8/9/2019,Oklahoma City,OK,73162,United States,USD,16,,,0,0,0,1.38,17.38,,0.77,15.23,,,,online,online_cc,,
8/8/2019,1485401376,1,Credit Card,8/9/2019,Las Vegas,NV,89123-0236,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
8/6/2019,1493654669,1,Credit Card,8/7/2019,Rancho Palos Verdes,CA,90275,United States,USD,60,,,0,0,0,0,60,,2.05,57.95,,,,online,online_cc,,
8/6/2019,1493627801,1,Credit Card,8/7/2019,New York,NY,10013,United States,USD,25,,,0,0,0,2.22,27.22,,1.07,23.93,,,,online,online_cc,,
8/4/2019,1492863567,1,Credit Card,8/4/2019,South Plainfield,NJ,7080,United States,USD,50,,,0,0,0,3.31,53.31,,1.85,48.15,,,,online,online_cc,,
8/4/2019,1492819907,1,Credit Card,8/4/2019,ATLANTA,GA,30307,United States,USD,125,,,0,0,0,0,125,,4,121,,,,online,online_cc,,
8/3/2019,1492454027,2,Credit Card,8/4/2019,Memphis,TN,38117,United States,USD,28,,,0,0,0,0,28,,1.09,26.91,,,,online,online_cc,,
8/3/2019,1492435791,2,Credit Card,8/4/2019,Huntsville,TX,77320,United States,USD,80,,,0,0,0,0,80,,2.65,77.35,,,,online,online_cc,,
8/2/2019,1483086926,1,Credit Card,8/5/2019,Danville,KY,40422,United States,USD,18,,,0,0,0,1.08,19.08,,0.82,17.18,,,,online,online_cc,,
8/2/2019,1483069932,1,Credit Card,8/4/2019,papillion,NE,68046,United States,USD,25,,,0,0,0,1.38,26.38,,1.04,23.96,,,,online,online_cc,,
8/2/2019,1483027896,1,Credit Card,8/4/2019,Harrisburg,MO,65256-9731,United States,USD,14,,,0,0,0,0,14,,0.67,13.33,,,,online,online_cc,,
8/2/2019,1492138221,1,Credit Card,8/2/2019,New Bern,NC,28562,United States,USD,13,,,0,0,0,0,13,,0.64,12.36,,,,online,online_cc,,
8/1/2019,1491857959,1,Credit Card,8/2/2019,Pueblo,CO,81003,United States,USD,35,,,0,0,0,0,35,,1.3,33.7,,,,online,online_cc,,
8/1/2019,1482475084,1,Credit Card,8/2/2019,Sandy,UT,84093,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
8/1/2019,1482361852,1,Credit Card,8/1/2019,Huntingtn Sta,NY,11746-2840,United States,USD,18,,,0,0,0,1.56,19.56,,0.84,17.16,,,,online,online_cc,,
8/1/2019,1482305010,1,Credit Card,8/1/2019,Wilmington,DE,19808,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
7/30/2019,1481670762,1,Credit Card,7/31/2019,Milford,CT,6460,United States,USD,35,,,0,0,0,2.22,37.22,,1.37,33.63,,,,online,online_cc,,
7/29/2019,1490648443,1,Credit Card,7/31/2019,Saint John,IN,46373,United States,USD,15,,,0,0,0,1.05,16.05,,0.73,14.27,,,,online,online_cc,,
7/29/2019,1481474828,1,Credit Card,7/31/2019,los angeles,CA,90029,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
7/29/2019,1481439906,1,Credit Card,7/30/2019,Lutz,FL,33548,United States,USD,40,ARTSALE,% off,12,0,0,0,28,,1.09,26.91,,,,online,online_cc,,
7/29/2019,1481128612,1,Credit Card,7/31/2019, Bronx,NY,10471,United States,USD,60,,,0,0,0,5.33,65.33,,2.21,57.79,,,,online,online_cc,,
7/28/2019,1481060920,1,Credit Card,7/30/2019,Delmar,NY,12054,United States,USD,28,,,0,0,0,2.24,30.24,,1.16,26.84,,,,online,online_cc,,
7/28/2019,1480919934,1,Credit Card,7/30/2019,San Francisco,CA,94132,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
7/28/2019,1480895736,1,Credit Card,7/29/2019,Minneapolis,MN,55413,United States,USD,18,,,0,0,0,1.45,19.45,,0.83,17.17,,,,online,online_cc,,
7/28/2019,1489992389,1,Credit Card,7/30/2019,Gurnee,IL,60031,United States,USD,12,,,0,0,0,0,12,,0.61,11.39,,,,online,online_cc,,
7/28/2019,1480814562,1,Credit Card,7/30/2019,KERRVILLE,TX,78028,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
7/26/2019,1489311299,1,Credit Card,7/27/2019,Rome,NY,13442,United States,USD,25,,,0,0,0,2.19,27.19,,1.07,23.93,,,,online,online_cc,,
7/26/2019,1480153142,1,Credit Card,7/27/2019,Rancho Murieta,CA,95683,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc,,
7/25/2019,1488781991,1,Credit Card,7/26/2019,Huntington Beach,CA,92647,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
7/24/2019,1488509795,1,Credit Card,7/24/2019,Springfield,OR,97477-2611,United States,USD,100,,,0,0,0,0,100,,3.25,96.75,,,,online,online_cc,,
7/24/2019,1479245152,1,Credit Card,7/24/2019,North Plains,OR,97133,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
7/23/2019,1488211171,1,Credit Card,7/24/2019,Durango,CO,81301-9602,United States,USD,60,,,0,0,0,0,60,,2.05,57.95,,,,online,online_cc,,
7/23/2019,1479068106,1,Credit Card,7/24/2019,Laurelton,NY,11413,United States,USD,18,,,0,0,0,1.6,19.6,,0.84,17.16,,,,online,online_cc,,
7/22/2019,1478847758,1,Credit Card,7/23/2019,Northbrook,IL,60062,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
7/22/2019,1487960139,1,Credit Card,7/24/2019,San Francisco,CA,94105,United States,USD,40,,,0,0,0,0,40,,1.45,38.55,,,,online,online_cc,,
7/22/2019,1478807846,1,Credit Card,7/23/2019,Rochester,NY,14610,United States,USD,15,,,0,0,0,1.2,16.2,,0.74,14.26,,,,online,online_cc,,
7/22/2019,1487736931,1,Credit Card,7/23/2019,San Diego,CA,92120,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
7/21/2019,1487530653,1,Credit Card,7/22/2019,Olathe,KS,66062,United States,USD,40,,,0,0,0,0,40,,1.45,38.55,,,,online,online_cc,,
7/21/2019,1478345588,1,Credit Card,7/22/2019,VIRGINIA BCH,VA,23457,United States,USD,20,,,0,0,0,1.2,21.2,,0.89,19.11,,,,online,online_cc,,
7/20/2019,1486867833,1,Credit Card,7/22/2019,Everett,WA,98208,United States,USD,20,,,0,0,0,2.08,22.08,,0.91,19.09,,,,online,online_cc,,
7/16/2019,1476318736,6,Credit Card,7/17/2019,Delta,OH,43515-9780,United States,USD,102,,,0,0,0,0,102,,3.31,98.69,,,,online,online_cc,,
7/15/2019,1476061452,1,Credit Card,7/16/2019,Bridgeton,NJ,8302,United States,USD,15,,,0,0,0,0.99,15.99,,0.73,14.27,,,,online,online_cc,,
7/15/2019,1485107639,1,Credit Card,7/15/2019,Johnston,RI,2919,United States,USD,35,,,0,0,0,2.45,37.45,,1.37,33.63,,,,online,online_cc,,
7/12/2019,1483822741,1,Credit Card,7/13/2019,STAATSBURG,NY,12580,United States,USD,50,,,0,0,0,4.07,54.07,,1.87,48.13,,,,online,online_cc,,
