Sale Date,Order ID,Number of Items,Payment Method,Date Shipped,Ship City,Ship State,Ship Zipcode,Ship Country,Currency,Order Value,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Shipping,Sales Tax,Order Total,Status,Card Processing Fees,Order Net,Adjusted Order Total,Adjusted Card Processing Fees,Adjusted Net Order Amount,Order Type,Payment Type,InPerson Discount,InPerson Location
7/9/2019,1482986495,1,Credit Card,7/10/2019,Statesboro,GA,30458,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
7/9/2019,1473635614,1,Credit Card,7/10/2019,Parker,CO,80138,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
7/9/2019,1473580538,1,Credit Card,7/10/2019,Spartanburg,SC,29306-3614,United States,USD,25,,,0,0,0,1.75,26.75,,1.05,23.95,,,,online,online_cc,,
7/7/2019,1482119711,1,Credit Card,7/8/2019,Seattle,WA,98115,United States,USD,22,,,0,0,0,2.22,24.22,,0.98,21.02,,,,online,online_cc,,
7/7/2019,1481955097,2,Credit Card,7/8/2019,Willard,NC,28478,United States,USD,45,SEVENTEN;SEVENTEN,% off;% off,9,0,0,0,36,,1.33,34.67,,,,online,online_cc,,
7/7/2019,1472805990,1,Credit Card,7/8/2019,Seattle,WA,98126,United States,USD,30,,,0,0,0,3.03,33.03,,1.24,28.76,,,,online,online_cc,,
7/6/2019,1481671343,1,Credit Card,7/6/2019,Milford,PA,18337,United States,USD,13,,,0,0,0,0.78,13.78,,0.66,12.34,,,,online,online_cc,,
7/6/2019,1481549231,1,Credit Card,7/6/2019,New York,NY,10025,United States,USD,12,,,0,0,0,1.07,13.07,,0.64,11.36,,,,online,online_cc,,
7/6/2019,1472514264,1,Credit Card,7/6/2019,somerset,NJ,8873,United States,USD,30,,,0,0,0,1.99,31.99,,1.21,28.79,,,,online,online_cc,,
7/5/2019,1472389432,1,Credit Card,7/6/2019,Beaumont,TX,77706,United States,USD,22,HAPPY4TH,% off,4.4,0,0,0,17.6,,0.78,16.82,,,,online,online_cc,,
7/5/2019,1472364114,1,Credit Card,7/5/2019,Knoxville,TN,37922-6375,United States,USD,10,,,0,0,0,0,10,,0.55,9.45,,,,online,online_cc,,
7/5/2019,1472359076,1,Credit Card,7/5/2019,New Orleans,LA,70130,United States,USD,23,HAPPY4TH,% off,4.6,0,0,0,18.4,,0.8,17.6,,,,online,online_cc,,
7/4/2019,1481107699,1,Credit Card,7/5/2019,Brookhaven,GA,30319-1406,United States,USD,50,HAPPY4TH,% off,10,0,0,0,40,,1.45,38.55,,,,online,online_cc,,
7/3/2019,1471761810,1,Credit Card,7/5/2019,SANTA CLARA,CA,95051,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
7/3/2019,1480637533,1,Credit Card,7/4/2019,CLARKSBURG,WV,26301,United States,USD,60,,,0,0,0,3.6,63.6,,2.16,57.84,,,,online,online_cc,,
7/3/2019,1471607056,1,Credit Card,7/5/2019,Bloomington ,IN,47404,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
7/2/2019,1471395638,1,Credit Card,7/2/2019,LA JOLLA,CA,92037,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
6/30/2019,1470581680,1,Credit Card,7/2/2019,Wesley Chapel,FL,33543,United States,USD,60,,,0,0,0,0,60,,2.05,57.95,,,,online,online_cc,,
6/27/2019,1478250995,1,Credit Card,6/28/2019,Bakersfield,CA,93305,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
6/26/2019,1478116205,1,Credit Card,6/27/2019,Long Island City,NY,11101,United States,USD,28,,,0,0,0,2.49,30.49,,1.16,26.84,,,,online,online_cc,,
6/25/2019,1468723620,1,Credit Card,6/26/2019,Carrollton,TX,75007,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
6/24/2019,1477225609,1,Credit Card,6/24/2019,Soddy Daisy,TN,37379,United States,USD,45,,,0,0,0,0,45,,1.6,43.4,,,,online,online_cc,,
6/23/2019,1476939785,1,Credit Card,6/24/2019,Falls Church,VA,22042,United States,USD,35,,,0,0,0,0,35,,1.3,33.7,,,,online,online_cc,,
6/22/2019,1476449089,1,Credit Card,6/22/2019,Oakbrook Terrace,IL,60181,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
6/21/2019,1476290545,1,Credit Card,6/22/2019,Mangum,OK,73554-1421,United States,USD,30,,,0,0,0,2.85,32.85,,1.24,28.76,,,,online,online_cc,,
6/21/2019,1467250160,1,Credit Card,6/22/2019,Middleburg,FL,32068,United States,USD,45,,,0,0,0,0,45,,1.6,43.4,,,,online,online_cc,,
6/20/2019,1475750919,1,Credit Card,6/22/2019,North Chesterfield,VA,23235,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
6/19/2019,1475348309,1,Credit Card,6/20/2019,CRAWFORDSVILLE,IN,47933,United States,USD,48,,,0,0,0,0,48,,1.69,46.31,,,,online,online_cc,,
6/18/2019,1466108766,1,Credit Card,6/20/2019,Frisco,CO,80443,United States,USD,45,,,0,0,0,0,45,,1.6,43.4,,,,online,online_cc,,
6/18/2019,1465897136,1,Credit Card,6/18/2019,NEWBURGH,NY,12550-3771,United States,USD,40,,,0,0,0,3.25,43.25,,1.55,38.45,,,,online,online_cc,,
6/17/2019,1474840393,1,Credit Card,6/18/2019,Lucerne,CA,95458,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
6/16/2019,1474469887,1,Credit Card,6/17/2019,Florissant,MO,63034,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
6/16/2019,1474405389,1,Credit Card,6/17/2019,Atlanta,GA,30316,United States,USD,7,,,0,0,0,0,7,,0.46,6.54,,,,online,online_cc,,
6/15/2019,1464973198,1,Credit Card,6/17/2019,Columbus,OH,43214,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
6/15/2019,1464866618,1,Credit Card,6/17/2019,Chicago,IL,60623,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
6/14/2019,1473654139,1,Credit Card,6/16/2019,El Cajon,CA,92021,United States,USD,30,,,0,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
6/14/2019,1473620469,1,Credit Card,6/17/2019,Clearwater,FL,33755,United States,USD,12,,,0,0,0,0,12,,0.61,11.39,,,,online,online_cc,,
6/11/2019,1472401009,1,Credit Card,6/13/2019,West Seneca,NY,14224,United States,USD,10,,,0,0,0,0.88,10.88,,0.58,9.42,,,,online,online_cc,,
6/10/2019,1471962373,1,Credit Card,6/12/2019,Oxford,ME,4270,United States,USD,60,,,0,0,0,0,60,,2.05,57.95,,,,online,online_cc,,
6/9/2019,1471590465,1,Credit Card,6/11/2019,LOVINGTON,NM,88260,United States,USD,45,DADSDAY,% off,11.25,0,0,0,33.75,,1.26,32.49,,,,online,online_cc,,
6/9/2019,1471565297,1,Credit Card,6/11/2019,Eureka,MO,63025,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
6/9/2019,1471401841,1,Credit Card,6/11/2019,BROOKLYN,NY,11238-3449,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
6/8/2019,1471223135,1,Credit Card,6/8/2019,Richmond,IN,47374,United States,USD,15,DADSDAY,% off,3.75,0,0,0,11.25,,0.59,10.66,,,,online,online_cc,,
6/8/2019,1470997273,1,Credit Card,6/10/2019,KERHONKSON,NY,12446,United States,USD,16.67,,,0,0,0,1.34,18.01,,0.79,15.88,,,,online,online_cc,,
6/7/2019,1461710496,1,Credit Card,6/8/2019,Pueblo West,CO,81007-6185,United States,USD,25,DADSDAY,% off,6.25,0,0,0,18.75,,0.81,17.94,,,,online,online_cc,,
6/7/2019,1461697234,1,Credit Card,6/10/2019,Los Angeles,CA,90042,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
6/6/2019,1461468310,1,Credit Card,6/7/2019,Temperance,MI,48182,United States,USD,25,DADSDAY,% off,6.25,0,0,0,18.75,,0.81,17.94,,,,online,online_cc,,
6/5/2019,1469649903,1,Credit Card,6/6/2019,Beacon,NY,12508,United States,USD,5,DADSDAY,% off,1.25,0,0,0.3,4.05,,0.37,3.38,,,,online,online_cc,,
6/2/2019,1459721786,1,Credit Card,6/5/2019,Jericho,NY,11753-1411,United States,USD,38,,,0,0,0,3.28,41.28,,1.49,36.51,,,,online,online_cc,,
6/2/2019,1459494864,1,Credit Card,6/3/2019,Converse,TX,78109,United States,USD,13,,,0,0,0,0,13,,0.64,12.36,,,,online,online_cc,,
6/1/2019,1467935695,1,Credit Card,6/1/2019,Klamath Falls,OR,97603,United States,USD,18,DADSDAY,% off,4.5,0,0,0,13.5,,0.66,12.84,,,,online,online_cc,,
5/31/2019,1458927338,1,Credit Card,6/1/2019,Streator,IL,61364,United States,USD,25,DADSDAY,% off,6.25,0,0,0,18.75,,0.81,17.94,,,,online,online_cc,,
5/31/2019,1458775914,1,Credit Card,6/1/2019,Northwood,ND,58267,United States,USD,40,DADSDAY,% off,10,0,0,0,30,,1.15,28.85,,,,online,online_cc,,
5/30/2019,1467332177,1,Credit Card,6/1/2019,New Britain,CT,6053,United States,USD,15,DADSDAY,% off,3.75,0,0,0.71,11.96,,0.61,10.64,,,,online,online_cc,,
5/28/2019,1466629515,1,Credit Card,5/30/2019,Port Huron,MI,48060,United States,USD,25,,,0,0,0,0,25,,1,24,,,,online,online_cc,,
5/26/2019,1465862801,2,Credit Card,5/28/2019,Mitchell,SD,57301,United States,USD,85,MEMORIAL;MEMORIAL,% off;% off,17,0,0,3.06,71.06,,2.38,65.62,,,,online,online_cc,,
5/26/2019,1456649454,3,Credit Card,5/27/2019,Pretty Prairie,KS,67570-8716,United States,USD,84,MEMORIAL;MEMORIAL;MEMORIAL,% off;% off;% off,16.8,0,0,0,67.2,,2.27,64.93,,,,online,online_cc,,
5/23/2019,1464469465,1,Credit Card,5/23/2019,Clearwater,FL,33756-5534,United States,USD,30,MEMORIAL,% off,6,0,0,0,24,,0.97,23.03,,,,online,online_cc,,
5/21/2019,1455037748,1,Credit Card,5/23/2019,Los Angeles,CA,90028,United States,USD,28,MEMORIAL,% off,5.6,0,0,0,22.4,,0.92,21.48,,,,online,online_cc,,
5/21/2019,1463992035,1,Credit Card,5/23/2019,CHAPIN,SC,29036,United States,USD,18,MEMORIAL,% off,3.6,0,0,1,15.4,,0.71,13.69,,,,online,online_cc,,
5/21/2019,1454981328,1,Credit Card,5/22/2019,GARDEN CITY,MO,64747,United States,USD,40,MEMORIAL,% off,8,0,0,0,32,,1.21,30.79,,,,online,online_cc,,
5/19/2019,1463126707,1,Credit Card,5/21/2019,HOUSTON,TX,77071,United States,USD,60,MEMORIAL,% off,12,0,0,0,48,,1.69,46.31,,,,online,online_cc,,
5/17/2019,1453324382,1,Credit Card,5/21/2019,Easton,PA,18045,United States,USD,10,MEMORIAL,% off,2,0,0,0.48,8.48,,0.5,7.5,,,,online,online_cc,,
5/17/2019,1453278808,1,Credit Card,5/18/2019,Idaho Falls,ID,83402-3225,United States,USD,10,MEMORIAL,% off,2,0,0,0,8,,0.49,7.51,,,,online,online_cc,,
5/17/2019,1462133945,1,Credit Card,5/17/2019,Seattle,WA,98115-6733,United States,USD,30,MEMORIAL,% off,6,0,0,2.42,26.42,,1.04,22.96,,,,online,online_cc,,
5/17/2019,1453123684,2,Credit Card,5/18/2019,Ripley,MS,38663-9401,United States,USD,35,MEMORIAL;MEMORIAL,% off;% off,7,0,0,0,28,,1.09,26.91,,,,online,online_cc,,
5/16/2019,1461963575,1,Credit Card,5/18/2019,Tulsa,OK,74127,United States,USD,38,MEMORIAL,% off,7.6,0,0,2.86,33.26,,1.25,29.15,,,,online,online_cc,,
5/16/2019,1453018710,1,Credit Card,5/17/2019,Florence,SC,29501-8816,United States,USD,44.99,MEMORIAL,% off,9,0,0,2.88,38.87,,1.42,34.57,,,,online,online_cc,,
5/9/2019,1449995128,1,Credit Card,5/13/2019,Sellersburg,IN,47172,United States,USD,28,,,0,0,0,0,28,,1.09,26.91,,,,online,online_cc,,
5/5/2019,1457305327,1,Credit Card,5/7/2019,GRAND ISLAND,FL,32735,United States,USD,15,,,0,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
5/4/2019,1456477783,1,Credit Card,5/7/2019,Elizabeth,NJ,7206,United States,USD,15,MOMSDAY,% off,3.75,0,0,0.75,12,,0.61,10.64,,,,online,online_cc,,
5/2/2019,1455918147,1,Credit Card,5/3/2019,St Pete,FL,33705,United States,USD,59.99,MOMSDAY,% off,15,0,0,0,44.99,,1.6,43.39,,,,online,online_cc,,
5/2/2019,1446838190,1,Credit Card,5/5/2019,Philadelphia,PA,19154,United States,USD,18,MOMSDAY,% off,4.5,0,0,1.08,14.58,,0.69,12.81,,,,online,online_cc,,
5/1/2019,1455237701,1,Credit Card,5/1/2019,Seekonk,MA,2771,United States,USD,20,MOMSDAY,% off,5,0,0,0,15,,0.7,14.3,,,,online,online_cc,,
5/1/2019,1455199493,1,Credit Card,5/3/2019,RENO,NV,89506-7014,United States,USD,28,,,0,0,0,0,28,,1.09,26.91,,,,online,online_cc,,
4/30/2019,1446001952,1,Credit Card,5/1/2019,AUSTIN,TX,78723-4625,United States,USD,17,,,0,0,0,0,17,,0.76,16.24,,,,online,online_cc,,
4/30/2019,1445840128,1,Credit Card,4/30/2019,St. John,IN,46375,United States,USD,18,,,0,0,0,0,18,,0.79,17.21,,,,online,online_cc,,
4/27/2019,1453620411,1,Credit Card,4/30/2019,CHINA GROVE,NC,28023-2115,United States,USD,80,,,0,0,0,0,80,,2.65,77.35,,,,online,online_cc,,
4/26/2019,1453136853,1,Credit Card,4/27/2019,PAUL,ID,83347,United States,USD,35,,,0,0,0,0,35,,1.3,33.7,,,,online,online_cc,,
4/24/2019,1443519130,1,Credit Card,4/25/2019,Sherman,CT,6784,United States,USD,15,,,0,0,0,0.95,15.95,,0.73,14.27,,,,online,online_cc,,
4/22/2019,1442859410,1,Credit Card,4/24/2019,Yutan,NE,68073,United States,USD,34.99,,,0,0,0,0,34.99,,1.3,33.69,,,,online,online_cc,,
4/20/2019,1450773123,1,Credit Card,4/22/2019,Visalia,CA,93277,United States,USD,20,HOP2019,% off,4,0,0,0,16,,0.73,15.27,,,,online,online_cc,,
4/18/2019,1450033465,1,Credit Card,4/20/2019,Nashville,TN,37212,United States,USD,50,HOP2019,% off,10,0,0,0,40,,1.45,38.55,,,,online,online_cc,,
4/14/2019,1439490400,1,Credit Card,4/14/2019,West Springfield,VA,22152,United States,USD,24.99,,,0,0,0,0,24.99,,1,23.99,,,,online,online_cc,,
4/13/2019,1448059027,1,Credit Card,4/16/2019,Camarillo,CA,93010-7792,United States,USD,11.99,,,0,0,0,0,11.99,,0.61,11.38,,,,online,online_cc,,
4/10/2019,1438212006,1,Credit Card,4/12/2019,IRVING,NY,14081,United States,USD,22,,,0,0,0,0,22,,0.91,21.09,,,,online,online_cc,,
4/9/2019,1437658210,1,Credit Card,4/11/2019,APEX,NC,27539-9723,United States,USD,59.5,ONEWEEKONLY,% off,11.9,0,0,0,47.6,,1.68,45.92,,,,online,online_cc,,
4/6/2019,1445363505,1,Credit Card,4/8/2019,Maple Valley,WA,98038,United States,USD,11.99,,,0,0,0,1.03,13.02,,0.64,11.35,,,,online,online_cc,,
4/3/2019,1444026429,1,Credit Card,4/4/2019,Houston,TX,77035,United States,USD,20,,,0,0,0,0,20,,0.85,19.15,,,,online,online_cc,,
3/28/2019,1441754599,1,Credit Card,3/30/2019,KINGSTON,NY,12401,United States,USD,19.99,,,0,0,0,0,19.99,,0.85,19.14,,,,online,online_cc,,
3/26/2019,1440943303,1,Credit Card,3/27/2019,flowery Branch,GA,30542,United States,USD,22.99,,,0,0,0,0,22.99,,0.94,22.05,,,,online,online_cc,,
3/26/2019,1431827086,1,Credit Card,3/27/2019,rock island,TN,38581,United States,USD,34.99,,,0,0,0,0,34.99,,1.3,33.69,,,,online,online_cc,,
3/25/2019,1431436276,1,Credit Card,3/26/2019,Manchester,NH,3103,United States,USD,15.99,,,0,0,0,0,15.99,,0.73,15.26,,,,online,online_cc,,
3/23/2019,1430780620,1,Credit Card,3/25/2019,Blue Springs,MO,64014-4618,United States,USD,11.99,,,0,0,0,0,11.99,,0.61,11.38,,,,online,online_cc,,
3/22/2019,1430570256,1,Credit Card,3/23/2019,Yukon,OK,73099,United States,USD,13.99,,,0,0,0,1.26,15.25,,0.71,13.28,,,,online,online_cc,,
3/19/2019,1429261918,1,Credit Card,3/22/2019,Cambridge,MA,2140,United States,USD,34.99,SPRING2019,% off,3.5,0,0,0,31.49,,1.19,30.3,,,,online,online_cc,,
3/17/2019,1428337428,1,Credit Card,3/18/2019,Avondale Estates,GA,30002,United States,USD,34.99,,,0,0,0,0,34.99,,1.3,33.69,,,,online,online_cc,,
3/13/2019,1435619955,1,Credit Card,3/14/2019,Santa Ana,CA,92704,United States,USD,39.99,,,0,0,0,0,39.99,,1.45,38.54,,,,online,online_cc,,
3/5/2019,1423597482,1,Credit Card,3/6/2019,Dallas,TX,75206,United States,USD,19.99,,,0,0,0,0,19.99,,0.85,19.14,,,,online,online_cc,,
3/4/2019,1423399854,1,Credit Card,3/5/2019,RIVERSIDE,CA,92508,United States,USD,26.99,,,0,0,0,0,26.99,,1.06,25.93,,,,online,online_cc,,
3/1/2019,1430520639,1,Credit Card,3/1/2019,Liberty Lake,WA,99019,United States,USD,59.99,,,0,0,0,5.28,65.27,,2.21,57.78,,,,online,online_cc,,
2/24/2019,1428836135,1,Credit Card,2/25/2019,Akron,NY,14001,United States,USD,24.99,,,0,0,0,0,24.99,,1,23.99,,,,online,online_cc,,
2/24/2019,1420073754,1,Credit Card,2/25/2019,los angeles,CA,90066-2240,United States,USD,13.99,,,0,0,0,0,13.99,,0.67,13.32,,,,online,online_cc,,
